전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,수정전국매출액,개봉일관객수,개봉일매출액,개봉일매출비율,배우가중치,감독가중치,영화명,개봉일,국적,장르,등급,국내배급사,상장배급사,주요배급사,타겟
563,224695033900000000,317505,697116939.0,91714,22.46950339,49216.0,290767700.0,9.3,0.6333333333333333,0.0666666666666666,도리화가,2015-11-25,1.0,기타,2,0.0,1.0,1,0
340,229589750000000000,316788,830311000.0,109685,22.958975,9195.0,64115000.0,6.3,0.1666666666666666,0.1333333333333333,세상에서 가장 아름다운 이별,2011-04-20,1.0,드라마,1,0.0,1.0,1,1
385,240445858000000000,316780,602676380.0,75397,24.0445858,26180.0,195502700.0,10.6,0.3333333333333333,0.0333333333333333,레드카펫,2014-10-23,1.0,멜로/로맨스,1,0.0,0.0,0,0
387,238584730000000000,315348,745899100.0,94306,23.858473,18629.0,138505600.0,8.0,0.1333333333333333,0.0333333333333333,미녀와 야수(프),2014-06-18,0.0,기타,3,0.0,1.0,1,1
221,260860861600000000,315321,1351888116.0,159681,26.08608616,13134.0,100429300.0,2.3,0.4,0.0333333333333333,캐롤,2016-02-04,0.0,드라마,0,0.0,1.0,0,0
300,221171150000000000,315305,591907500.0,80680,22.117115,22192.0,143520500.0,4.6,0.2666666666666666,0.0333333333333333,차이니즈 조디악,2013-02-27,0.0,액션,2,0.0,1.0,1,1
325,231888450000000000,313953,741903500.0,95622,23.188845,20636.0,149252500.0,15.3,0.1333333333333333,0.0666666666666666,마이 블랙 미니드레스,2011-03-24,1.0,드라마,1,0.0,1.0,1,1
341,224697070000000000,311456,431524600.0,55992,22.469707,12398.0,85322700.0,1.3,0.1666666666666666,0.0333333333333333,비행기 2: 소방구조대,2014-08-13,0.0,애니메이션,3,1.0,0.0,1,1
561,268574187900000000,309729,832233679.0,89787,26.85741879,44373.0,376906800.0,17.0,0.2,0.0333333333333333,주피터 어센딩,2015-02-05,0.0,기타,2,1.0,0.0,1,1
524,243826021300000000,308180,557547213.0,67347,24.38260213,32598.0,246363000.0,19.4,0.2,0.0333333333333333,위대한 소원,2016-04-21,1.0,코미디,1,0.0,1.0,1,1
268,265572109600000000,307217,767026500.0,85399,26.55721096,12292.0,115699800.0,7.7,0.1666666666666666,0.1333333333333333,가디언의 전설,2010-10-28,0.0,애니메이션,3,1.0,0.0,1,1
205,232782246500000000,306119,800083365.0,101680,23.27822465,26982.0,180845900.0,2.1,0.1333333333333333,0.0666666666666666,개를 훔치는 완벽한 방법,2014-12-31,1.0,드라마,3,0.0,0.0,1,1
408,224642472900000000,305100,646094129.0,84276,22.46424729,15431.0,110667200.0,3.2,0.2,0.0333333333333333,패딩턴,2015-01-07,0.0,코미디,3,0.0,1.0,1,0
360,215627580000000000,300477,431524600.0,55992,21.562758,12091.0,85852700.0,2.6,0.0,0.1666666666666666,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,0.0,애니메이션,3,0.0,0.0,1,0
378,217413412300000000,298983,609747623.0,80083,21.74134123,43029.0,299038000.0,8.6,0.3,0.0333333333333333,프랑켄슈타인: 불멸의 영웅,2014-02-06,0.0,액션,2,0.0,1.0,1,1
330,217532100000000000,298298,518209900.0,68014,21.75321,11579.0,79731800.0,3.1,0.1666666666666666,0.0333333333333333,오즈의 마법사: 돌아온 도로시,2015-02-12,0.0,애니메이션,3,0.0,0.0,0,1
334,212266623000000000,298086,766827206.0,103451,21.2266623,26832.0,181205500.0,8.3,0.3,0.1,위험한 관계,2012-10-11,1.0,멜로/로맨스,0,0.0,1.0,1,1
463,214004500000000000,297025,557255500.0,72599,21.40045,5348.0,34094500.0,1.3,0.1333333333333333,0.1333333333333333,로렉스,2012-05-03,0.0,애니메이션,3,1.0,0.0,1,0
379,222591764600000000,292430,939240646.0,119128,22.25917646,27335.0,196411100.0,9.2,0.2,0.0333333333333333,"러브, 로지",2014-12-10,0.0,코미디,1,0.0,1.0,1,0
298,219895950000000000,292217,740129000.0,93961,21.989595,32199.0,231367500.0,9.7,0.4666666666666667,0.0666666666666666,더 그레이,2012-02-16,0.0,액션,1,0.0,0.0,0,1
411,229367149500000000,289534,623115595.0,76106,22.93671495,27969.0,207339600.0,12.4,0.5666666666666667,0.1333333333333333,런 올 나이트,2015-03-19,0.0,액션,0,1.0,0.0,1,1
269,210682300000000000,283449,638022000.0,81476,21.06823,20049.0,144287500.0,7.5,0.2666666666666666,0.0333333333333333,네버엔딩 스토리,2012-01-18,1.0,코미디,1,0.0,0.0,0,0
430,209968310000000000,283300,431524600.0,55992,20.996831,4770.0,34094500.0,1.2,0.1666666666666666,0.0333333333333333,다이노 타임,2015-04-30,1.0,애니메이션,3,0.0,1.0,1,1
480,215844988900000000,282662,650066489.0,81654,21.58449889,35995.0,235584300.0,11.0,0.2333333333333333,0.0666666666666666,인서전트,2015-03-25,0.0,기타,1,0.0,1.0,1,1
336,212246653700000000,279488,470167537.0,59344,21.22466537,25027.0,188892700.0,7.9,0.1,0.0666666666666666,오큘러스,2014-05-29,0.0,기타,1,0.0,0.0,0,0
399,216266058900000000,278015,1027037089.0,128065,21.62660589,31139.0,225890200.0,10.6,0.2,0.0333333333333333,사랑에 대한 모든 것,2014-12-10,0.0,멜로/로맨스,2,1.0,0.0,1,0
248,203495929300000000,266574,857462249.0,107453,20.804685,16024.0,112712000.0,3.9,0.2333333333333333,0.0333333333333333,19곰 테드,2012-09-27,0.0,코미디,0,1.0,0.0,1,1
423,201629840000000000,266389,586021800.0,74127,20.804685,36522.0,259889900.0,8.5,0.1,0.0333333333333333,백 투 더 비기닝,2015-02-26,0.0,기타,1,0.0,1.0,1,1
435,208286900000000000,265744,682335600.0,83016,20.82869,22850.0,146666000.0,6.2,0.1666666666666666,0.1,투모로우랜드,2015-05-27,0.0,액션,2,1.0,0.0,1,1
425,201536047800000000,260721,722246378.0,90018,20.804685,18404.0,135278300.0,5.6,0.3333333333333333,0.1,스파이 브릿지,2015-11-05,0.0,기타,2,1.0,0.0,1,1
445,208868520000000000,260721,431524600.0,55992,20.886852,32277.0,250255800.0,13.1,0.6333333333333333,0.0333333333333333,함정,2015-09-10,1.0,기타,0,0.0,0.0,0,1
168,237034850000000000,260721,880006000.0,87499,23.703485,12613.0,118032500.0,7.5,0.0333333333333333,0.0666666666666666,파이널 데스티네이션5,2011-09-08,0.0,기타,0,1.0,0.0,1,1
401,199794729200000000,260721,605776392.0,75489,20.804685,26707.0,199398300.0,5.8,0.2333333333333333,0.0333333333333333,언브로큰,2015-01-07,0.0,액션,1,1.0,0.0,1,0
415,226727365300000000,260721,910722153.0,92402,22.67273653,19675.0,143200000.0,6.4,0.2,0.0666666666666666,하늘을 걷는 남자,2015-10-28,0.0,드라마,2,1.0,0.0,1,0
